fournisseur;ref_sku;nom_commercial;famille;categorie;gamme;tags;url_source;date_collecte
Bridor;34162;Pain au Chocolat 70g;VIEN;pains-au-chocolat;Eclat Du Terroir;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-70g-34162;2026-09-10
Bridor;30095;Pain au Chocolat 70g;VIEN;pains-au-chocolat;Les Classiques;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-70g-30095;2026-09-10
Bridor;37461;Pain au Chocolat 70g;VIEN;pains-au-chocolat;Les Irrésistibles;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-70g-37461;2026-09-10
Bridor;34581;Pain au Chocolat 75g;VIEN;pains-au-chocolat;Les Classiques;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-75g-34581;2026-09-10
Bridor;36040;Pain au Chocolat 75g;VIEN;pains-au-chocolat;Les Irrésistibles;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-75g-36040;2026-09-10
Bridor;30937;Pain au Chocolat 75g;VIEN;pains-au-chocolat;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-75g-30937;2026-09-10
Bridor;31001;Pain au Chocolat 75g;VIEN;pains-au-chocolat;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-75g-31001;2026-09-10
Bridor;32099;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-32099;2026-09-10
Bridor;31691;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Eclat Du Terroir;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-31691;2026-09-10
Bridor;31803;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Bridor Une Recette Lenôtre Professionnels;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-31803;2026-09-10
Bridor;41476;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Eclat Du Terroir;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-41476;2026-09-10
Bridor;31792;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Eclat Du Terroir;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-31792;2026-09-10
Bridor;41413;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Les Inspirés;Beurre fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-41413;2026-09-10
Bridor;31027;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Les Classiques;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-31027;2026-09-10
Bridor;34166;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-34166;2026-09-10
Bridor;40675;Pain au Chocolat 80g;VIEN;pains-au-chocolat;Eclat Du Terroir;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-80g-40675;2026-09-10
Bridor;38318;Pain au Chocolat 85g;VIEN;pains-au-chocolat;Les Irrésistibles;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-85g-38318;2026-09-10
Bridor;41856;Pain au Chocolat Arty 85g;VIEN;pains-au-chocolat;Eclat Du Terroir;Beurre fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-arty-85g-41856;2026-09-10
Bridor;44210;Pain au Chocolat Arty 90g;VIEN;pains-au-chocolat;Eclat Du Terroir;Beurre fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-arty-90g-44210;2026-09-10
Bridor;32564;Pain au Chocolat BIO 75g;VIEN;pains-au-chocolat;BIO;Beurre Bio;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-bio-75g-32564;2026-09-10
Bridor;40839;Pain au Chocolat Lunch 32g;VIEN;pains-au-chocolat;Baker Solution;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-lunch-32g-40839;2026-09-10
Bridor;31025;Pain au Chocolat Lunch 32g;VIEN;pains-au-chocolat;Les Classiques;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-lunch-32g-31025;2026-09-10
Bridor;31543;Pain au Chocolat Lunch 35g;VIEN;pains-au-chocolat;Bridor Une Recette Lenôtre Professionnels;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-lunch-35g-31543;2026-09-10
Bridor;35192;Pain au Chocolat Lunch 35g;VIEN;pains-au-chocolat;Eclat Du Terroir;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-lunch-35g-35192;2026-09-10
Bridor;32973;Pain au Chocolat Lunch 35g;VIEN;pains-au-chocolat;Bridor Une Recette Lenôtre Professionnels;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-lunch-35g-32973;2026-09-10
Bridor;31776;Pain au Chocolat Lunch 35g;VIEN;pains-au-chocolat;Bridor Une Recette Lenôtre Professionnels;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-lunch-35g-31776;2026-09-10
Bridor;38563;Pain au Chocolat Lunch BIO 35g;VIEN;pains-au-chocolat;BIO;Beurre Bio;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-lunch-bio-35g-38563;2026-09-10
Bridor;42857;Pain au chocolat SelectBlend 105g;VIEN;pains-au-chocolat;Baker Solution;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-selectblend-105g-42857;2026-09-10
Bridor;42747;Pain au chocolat SelectBlend 70g;VIEN;pains-au-chocolat;Baker Solution;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-selectblend-70g-42747;2026-09-10
Bridor;43879;Pain au chocolat SelectBlend 75g;VIEN;pains-au-chocolat;Baker Solution;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-selectblend-75g-43879;2026-09-10
Bridor;35509;Pain au chocolat SelectBlend 80g;VIEN;pains-au-chocolat;Baker Solution;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-selectblend-80g-35509;2026-09-10
Bridor;41221;Pain au Chocolat Vegan 80g;VIEN;pains-au-chocolat;Baker Solution;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-au-chocolat/pain-au-chocolat-vegan-80g-41221;2026-09-10
Bridor;32972;Mini Pain aux raisins 30g;VIEN;pains-aux-raisins;Bridor Une Recette Lenôtre Professionnels;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/mini-pain-aux-raisins-30g-32972;2026-09-10
Bridor;31290;Mini Pain aux raisins 30g;VIEN;pains-aux-raisins;Bridor Une Recette Lenôtre Professionnels;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/mini-pain-aux-raisins-30g-31290;2026-09-10
Bridor;32923;Mini Pain aux raisins 30g;VIEN;pains-aux-raisins;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/mini-pain-aux-raisins-30g-32923;2026-09-10
Bridor;32183;Mini Pain aux raisins 30g;VIEN;pains-aux-raisins;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/mini-pain-aux-raisins-30g-32183;2026-09-10
Bridor;34854;Mini Pain aux raisins 30g;VIEN;pains-aux-raisins;Les Classiques;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/mini-pain-aux-raisins-30g-34854;2026-09-10
Bridor;33982;Mini Pain aux Raisins 35g;VIEN;pains-aux-raisins;Eclat Du Terroir;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/mini-pain-aux-raisins-35g-33982;2026-09-10
Bridor;42759;Mini Pain aux raisins SelectBlend 30g;VIEN;pains-aux-raisins;Baker Solution;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/mini-pain-aux-raisins-selectblend-30g-42759;2026-09-10
Bridor;41054;Pain aux raisins 105g;VIEN;pains-aux-raisins;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-105g-41054;2026-09-10
Bridor;30261;Pain aux raisins 105g;VIEN;pains-aux-raisins;Les Classiques;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-105g-30261;2026-09-10
Bridor;32422;Pain aux raisins 110g;VIEN;pains-aux-raisins;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-110g-32422;2026-09-10
Bridor;31002;Pain aux raisins 110g;VIEN;pains-aux-raisins;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-110g-31002;2026-09-10
Bridor;32659;Pain aux raisins 120g;VIEN;pains-aux-raisins;Les Classiques;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-120g-32659;2026-09-10
Bridor;32569;Pain aux Raisins 130g;VIEN;pains-aux-raisins;Eclat Du Terroir;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-130g-32569;2026-09-10
Bridor;41052;Pain aux raisins 130g;VIEN;pains-aux-raisins;Eclat Du Terroir;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-130g-41052;2026-09-10
Bridor;41053;Pain aux raisins 130g;VIEN;pains-aux-raisins;Eclat Du Terroir;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-130g-41053;2026-09-10
Bridor;32919;Pain aux raisins 35g;VIEN;pains-aux-raisins;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-35g-32919;2026-09-10
Bridor;35712;Pain aux raisins 96g;VIEN;pains-aux-raisins;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-96g-35712;2026-09-10
Bridor;35193;Pain aux Raisins Lunch 30g;VIEN;pains-aux-raisins;Eclat Du Terroir;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-lunch-30g-35193;2026-09-10
Bridor;40841;Pain aux Raisins Lunch 35g;VIEN;pains-aux-raisins;Baker Solution;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-lunch-35g-40841;2026-09-10
Bridor;43903;Pain aux raisins SelectBlend 105g;VIEN;pains-aux-raisins;Baker Solution;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-selectblend-105g-43903;2026-09-10
Bridor;40882;Pain aux raisins SelectBlend 110g;VIEN;pains-aux-raisins;Baker Solution;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/pains-aux-raisins/pain-aux-raisins-selectblend-110g-40882;2026-09-10
Bridor;40407;Croissant fourré Abricot 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-abricot-90g-40407;2026-09-10
Bridor;42970;Croissant fourré abricot SelectBlend 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-abricot-selectblend-90g-42970;2026-09-10
Bridor;34421;Croissant fourré Amande 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-amande-90g-34421;2026-09-10
Bridor;35716;Croissant fourré Amandes 95g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-amandes-95g-35716;2026-09-10
Bridor;44175;Croissant fourré Buenissimo 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-buenissimo-90g-44175;2026-09-10
Bridor;37459;Croissant fourré Cacao-Noisette 70g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-cacao-noisette-70g-37459;2026-09-10
Bridor;40405;Croissant fourré Cacao-Noisette 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-cacao-noisette-90g-40405;2026-09-10
Bridor;40538;Croissant fourré Cacao-Noisette 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-cacao-noisette-90g-40538;2026-09-10
Bridor;34420;Croissant fourré Cacao-Noisette 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-cacao-noisette-90g-34420;2026-09-10
Bridor;36672;Croissant fourré Cacao-Noisette 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-cacao-noisette-90g-36672;2026-09-10
Bridor;35310;Croissant fourré Cacao-Noisette 95g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-cacao-noisette-95g-35310;2026-09-10
Bridor;40884;Croissant fourré cacao-noisette SelectBlend 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-cacao-noisette-selectblend-90g-40884;2026-09-10
Bridor;42831;Croissant fourré crème pâtissière SelectBlend 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-creme-patissiere-selectblend-90g-42831;2026-09-10
Bridor;40404;Croissant fourré Framboise 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-framboise-90g-40404;2026-09-10
Bridor;38539;Croissant fourré framboise Vegan Baker Solution 90g;VIEN;croissants-fourres;Les Maxi Gourmandes;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-framboise-vegan-baker-solution-90g-38539;2026-09-10
Bridor;42563;Croissant fourré Pistache 85g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-pistache-85g-42563;2026-09-10
Bridor;39889;Croissant fourré à la crème pâtissière 100g;VIEN;croissants-fourres;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/croissant-fourre-a-la-creme-patissiere-100g-39889;2026-09-10
Bridor;42971;Mini Croissant fourré abricot SelectBlend 40g;VIEN;croissants-fourres;Les Mini Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/mini-croissant-fourre-abricot-selectblend-40g-42971;2026-09-10
Bridor;42972;Mini Croissant fourré cacao-noisette SelectBlend 40g;VIEN;croissants-fourres;Les Mini Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/mini-croissant-fourre-cacao-noisette-selectblend-40g-42972;2026-09-10
Bridor;42973;Mini Croissant fourré à la crème pâtissière SelectBlend 40g;VIEN;croissants-fourres;Les Mini Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/croissants-fourres/mini-croissant-fourre-a-la-creme-patissiere-selectblend-40g-42973;2026-09-10
Bridor;38184;Breizh'n'Roll 85g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/breizh-n-roll-85g-38184;2026-09-10
Bridor;39849;Brioche feuilletée spirale 295g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/brioche-feuilletee-spirale-295g-39849;2026-09-10
Bridor;30031;Briochette 60g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/briochette-60g-30031;2026-09-10
Bridor;40083;Chausson aux morceaux de pommes 105g;VIEN;autres-viennoiseries;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/chausson-aux-morceaux-de-pommes-105g-40083;2026-09-10
Bridor;38509;Chausson aux Pommes 100g;VIEN;autres-viennoiseries;Baker Solution;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/chausson-aux-pommes-100g-38509;2026-09-10
Bridor;30228;Chausson aux Pommes 105g;VIEN;autres-viennoiseries;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/chausson-aux-pommes-105g-30228;2026-09-10
Bridor;38410;Chausson aux Pommes BIO 110g;VIEN;autres-viennoiseries;BIO;Beurre Bio;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/chausson-aux-pommes-bio-110g-38410;2026-09-10
Bridor;30227;Chausson aux Pommes Lunch 40g;VIEN;autres-viennoiseries;Bridor Une Recette Lenôtre Professionnels;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/chausson-aux-pommes-lunch-40g-30227;2026-09-10
Bridor;40942;Couque au beurre 75g;VIEN;autres-viennoiseries;Les Evasions;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/couque-au-beurre-75g-40942;2026-09-10
Bridor;40943;Couque au beurre aux Raisins 85g;VIEN;autres-viennoiseries;Les Evasions;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/couque-au-beurre-aux-raisins-85g-40943;2026-09-10
Bridor;39776;Couronne Cerise et Graines de Lin Vegan Baker Solution 90g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/couronne-cerise-et-graines-de-lin-vegan-baker-solution-90g-39776;2026-09-10
Bridor;39775;Couronne Orange et éclats de noisette Vegan Baker Solution  90g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/couronne-orange-et-eclats-de-noisette-vegan-baker-solution-90g-39775;2026-09-10
Bridor;39774;Couronne Saveur vanille éclats de noisette Vegan Baker Solution 90g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/couronne-saveur-vanille-eclats-de-noisette-vegan-baker-solution-90g-39774;2026-09-10
Bridor;38203;Croissant 60g;VIEN;croissants;Les Irrésistibles;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/croissant-60g-38203;2026-09-10
Bridor;40534;Croissant BIO 70g;VIEN;croissants;BIO;Beurre Bio;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/croissant-bio-70g-40534;2026-09-10
Bridor;40449;DIY Brioche Feuilletée Spirale 330g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/diy-brioche-feuilletee-spirale-330g-40449;2026-09-10
Bridor;36622;Extravagant Choco-Crème 95g;PATI;autres-patisseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/extravagant-choco-creme-95g-36622;2026-09-10
Bridor;42841;Extravagant Choco-Crème SelectBlend 95g;PATI;autres-patisseries;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/extravagant-choco-creme-selectblend-95g-42841;2026-09-10
Bridor;32063;Extravagant Crème 90g;PATI;autres-patisseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/extravagant-creme-90g-32063;2026-09-10
Bridor;37745;Extravagant Trois Chocolats 95g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/extravagant-trois-chocolats-95g-37745;2026-09-10
Bridor;42842;Extravagant Trois Chocolats SelectBlend 95g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/extravagant-trois-chocolats-selectblend-95g-42842;2026-09-10
Bridor;43459;Finger au chocolat Milka® 90g (avec sachets);VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/finger-au-chocolat-milka-R-90g-avec-sachets-43459;2026-09-10
Bridor;43620;Finger au chocolat Milka® 90g (avec stickers);VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/finger-au-chocolat-milka-R-90g-avec-stickers-43620;2026-09-10
Bridor;43280;Finger Pistache Chocolat 90g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/finger-pistache-chocolat-90g-43280;2026-09-10
Bridor;32924;Mini Chausson aux Pommes 40g;VIEN;autres-viennoiseries;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-chausson-aux-pommes-40g-32924;2026-09-10
Bridor;40630;Mini Croissant 25g;VIEN;croissants;Les Savoureux;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-croissant-25g-40630;2026-09-10
Bridor;32330;Mini Extravagant Crème 40g;PATI;autres-patisseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-extravagant-creme-40g-32330;2026-09-10
Bridor;42869;Mini Extravagant Crème SelectBlend 40g;PATI;autres-patisseries;Les Mini Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-extravagant-creme-selectblend-40g-42869;2026-09-10
Bridor;36815;Mini Extravagant Framboise 35g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-extravagant-framboise-35g-36815;2026-09-10
Bridor;36821;Mini Finger Praliné 35g;PATI;autres-patisseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-finger-praline-35g-36821;2026-09-10
Bridor;36814;Mini Jésuite Crème pâtissière à la vanille 40g;PATI;autres-patisseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-jesuite-creme-patissiere-a-la-vanille-40g-36814;2026-09-10
Bridor;31105;Mini Panier Fraise 40g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-panier-fraise-40g-31105;2026-09-10
Bridor;31104;Mini Panier Griotte 40g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-panier-griotte-40g-31104;2026-09-10
Bridor;31103;Mini Panier Mangue 40g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-panier-mangue-40g-31103;2026-09-10
Bridor;31106;Mini Panier Pomme Tatin 40g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-panier-pomme-tatin-40g-31106;2026-09-10
Bridor;32157;Mini Roulé Cannelle 35g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-roule-cannelle-35g-32157;2026-09-10
Bridor;44209;Mini Roulé Cannelle SelectBlend 35g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-roule-cannelle-selectblend-35g-44209;2026-09-10
