fournisseur;ref_sku;nom_commercial;famille;categorie;gamme;tags;url_source;date_collecte
Bridor;42872;Mini Roulé Cannelle SelectBlend 35g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-roule-cannelle-selectblend-35g-42872;2026-09-10
Bridor;42323;Mini Tartelette Ananas Passion 35g;PATI;autres-patisseries;Bridor Une Recette Lenôtre Professionnels;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-tartelette-ananas-passion-35g-42323;2026-09-10
Bridor;42322;Mini Tartelette Cassis Pomme 35g;PATI;autres-patisseries;Bridor Une Recette Lenôtre Professionnels;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-tartelette-cassis-pomme-35g-42322;2026-09-10
Bridor;42321;Mini Tartelette Pomme Poire 35g;PATI;autres-patisseries;Bridor Une Recette Lenôtre Professionnels;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-tartelette-pomme-poire-35g-42321;2026-09-10
Bridor;31293;Mini Torsade Chocolat 28g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-torsade-chocolat-28g-31293;2026-09-10
Bridor;31701;Mini Torsade Chocolat 28g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-torsade-chocolat-28g-31701;2026-09-10
Bridor;42873;Mini Torsade Chocolat SelectBlend 28g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-torsade-chocolat-selectblend-28g-42873;2026-09-10
Bridor;32156;Mini Torsade Cranberries 30g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-torsade-cranberries-30g-32156;2026-09-10
Bridor;42868;Mini Torsade Cranberries SelectBlend 30g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-torsade-cranberries-selectblend-30g-42868;2026-09-10
Bridor;42624;Mini Tresse Erable Pécan 40g;VIEN;autres-viennoiseries;Les Mini Gourmandes;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mini-tresse-erable-pecan-40g-42624;2026-09-10
Bridor;43088;Mix Mini croissants fourrés SelectBlend 40g;VIEN;croissants-fourres;Les Mini Gourmandes;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-croissants-fourres-selectblend-40g-43088;2026-09-10
Bridor;36822;Mix Mini Friandises;VIEN;autres-viennoiseries;Les Mini Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-friandises-36822;2026-09-10
Bridor;32232;Mix Mini Gourmandises;VIEN;autres-viennoiseries;Les Mini Gourmandes;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-gourmandises-32232;2026-09-10
Bridor;42867;Mix Mini Gourmandises;VIEN;autres-viennoiseries;Les Mini Gourmandes;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-gourmandises-42867;2026-09-10
Bridor;31507;Mix Mini Panier aux Fruits 40g;VIEN;autres-viennoiseries;Les Mini Gourmandes;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-panier-aux-fruits-40g-31507;2026-09-10
Bridor;42337;Mix Mini Tartelette;PATI;autres-patisseries;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-tartelette-42337;2026-09-10
Bridor;41214;Mix Mini Viennoiseries;VIEN;autres-viennoiseries;Les Savoureux;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-viennoiseries-41214;2026-09-10
Bridor;33861;Mix Mini Viennoiseries;VIEN;autres-viennoiseries;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-viennoiseries-33861;2026-09-10
Bridor;42848;Mix Mini Viennoiseries;VIEN;autres-viennoiseries;Baker Solution;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-viennoiseries-42848;2026-09-10
Bridor;33320;Mix Mini Viennoiseries Lunch;VIEN;autres-viennoiseries;Les Savoureux;;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/mix-mini-viennoiseries-lunch-33320;2026-09-10
Bridor;44270;Noeud Cannelle 120g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/noeud-cannelle-120g-44270;2026-09-10
Bridor;44269;Noeud Chocolat 120g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/noeud-chocolat-120g-44269;2026-09-10
Bridor;38204;Pain au Chocolat 70g;VIEN;pains-au-chocolat;Les Irrésistibles;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/pain-au-chocolat-70g-38204;2026-09-10
Bridor;43239;Panier Crème Pâtissière Selectblend 100g;PATI;autres-patisseries;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/panier-creme-patissiere-selectblend-100g-43239;2026-09-10
Bridor;43283;Panier Pomme 100g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/panier-pomme-100g-43283;2026-09-10
Bridor;42345;Roulé au chocolat Milka® 95g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-au-chocolat-milka-R-95g-42345;2026-09-10
Bridor;40473;Roulé au chocolat Milka® 95g (avec sachets FR);VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-au-chocolat-milka-R-95g-avec-sachets-fr-40473;2026-09-10
Bridor;42364;Roulé au chocolat Milka® 95g (avec stickers DE);VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-au-chocolat-milka-R-95g-avec-stickers-de-42364;2026-09-10
Bridor;42266;Roulé au chocolat Milka® 95g (avec stickers EN);VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-au-chocolat-milka-R-95g-avec-stickers-en-42266;2026-09-10
Bridor;42177;Roulé au chocolat Milka® 95g (avec stickers FR);VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-au-chocolat-milka-R-95g-avec-stickers-fr-42177;2026-09-10
Bridor;32160;Roulé Cannelle 100g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-cannelle-100g-32160;2026-09-10
Bridor;43399;Roulé Praliné et Noisettes Selectblend 100g;PATI;autres-patisseries;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-praline-et-noisettes-selectblend-100g-43399;2026-09-10
Bridor;39701;Roulé Ultra Kanel 100g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-ultra-kanel-100g-39701;2026-09-10
Bridor;43908;Roulé Ultra Kanel Selectblend 100g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/roule-ultra-kanel-selectblend-100g-43908;2026-09-10
Bridor;42762;Sensation Citron 70g;VIEN;autres-viennoiseries;Bridor x Pierre Hermé Paris;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/sensation-citron-70g-42762;2026-09-10
Bridor;42761;Signature Framboise Litchi  70g;VIEN;autres-viennoiseries;Bridor x Pierre Hermé Paris;Beurre Charentes-Poitou AOP;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/signature-framboise-litchi-70g-42761;2026-09-10
Bridor;40498;Suisse aux Raisins 100g;VIEN;pains-au-chocolat;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/suisse-aux-raisins-100g-40498;2026-09-10
Bridor;33441;Suisse Chocolat 100g;VIEN;pains-au-chocolat;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/suisse-chocolat-100g-33441;2026-09-10
Bridor;30042;Suisse Chocolat 120g;VIEN;pains-au-chocolat;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/suisse-chocolat-120g-30042;2026-09-10
Bridor;42843;Suisse Chocolat SelectBlend 100g;VIEN;pains-au-chocolat;Les Maxi Gourmandes;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/suisse-chocolat-selectblend-100g-42843;2026-09-10
Bridor;30302;Torsade Chocolat 120g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/torsade-chocolat-120g-30302;2026-09-10
Bridor;34060;Torsade Chocolat Noir 110g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/torsade-chocolat-noir-110g-34060;2026-09-10
Bridor;42623;Tresse Erable Pécan 95g;VIEN;autres-viennoiseries;Les Maxi Gourmandes;Matière Grasse Végétale;https://www.bridor.com/fr-fr/catalogue-produit/viennoiseries/autres-viennoiseries/tresse-erable-pecan-95g-42623;2026-09-10
Bridor;32672;Baguette 1778 280g;PAIN;baguettes;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-1778-280g-32672;2026-09-10
Bridor;37449;Baguette BIO 280g;PAIN;baguettes;BIO;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-bio-280g-37449;2026-09-10
Bridor;36831;Baguette Caractère 280g;PAIN;baguettes;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-caractere-280g-36831;2026-09-10
Bridor;34792;Baguette de Campagne 280g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-de-campagne-280g-34792;2026-09-10
Bridor;42332;Baguette Gourmet aux Graines 280g;PAIN;baguettes;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-gourmet-aux-graines-280g-42332;2026-09-10
Bridor;34791;Baguette Multigrains 280g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-multigrains-280g-34791;2026-09-10
Bridor;34790;Baguette Nature 280g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-nature-280g-34790;2026-09-10
Bridor;43904;Baguette Nature 400g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-nature-400g-43904;2026-09-10
Bridor;42611;Baguette Nova 280g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/baguette-nova-280g-42611;2026-09-10
Bridor;33364;La Baguette de Campagne 280g;PAIN;baguettes;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/la-baguette-de-campagne-280g-33364;2026-09-10
Bridor;33362;La Baguette Parisienne 280g;PAIN;baguettes;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/baguettes/la-baguette-parisienne-280g-33362;2026-09-10
Bridor;37022;Baguettine Bleu Blanc Cœur 140g;PAIN;baguettes;Mieux-être;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/baguettine-bleu-blanc-caeur-140g-37022;2026-09-10
Bridor;42619;Baguettine Caractère 140g;PAIN;baguettes;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/baguettine-caractere-140g-42619;2026-09-10
Bridor;42884;Baguettine Gourmet aux Graines 140g;PAIN;baguettes;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/baguettine-gourmet-aux-graines-140g-42884;2026-09-10
Bridor;31611;Baguettine Graines et Céréales 140g;PAIN;baguettes;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/baguettine-graines-et-cereales-140g-31611;2026-09-10
Bridor;34794;Baguettine Multigrains 140g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/baguettine-multigrains-140g-34794;2026-09-10
Bridor;31610;Baguettine Nature 140g;PAIN;baguettes;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/baguettine-nature-140g-31610;2026-09-10
Bridor;34793;Baguettine Nature 140g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/baguettine-nature-140g-34793;2026-09-10
Bridor;35021;Baguettine Pavot 140g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/baguettine-pavot-140g-35021;2026-09-10
Bridor;37147;Ciabatta Huile d'Olive 140g;SNAC;snacking;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/ciabatta-huile-d-olive-140g-37147;2026-09-10
Bridor;37140;Ciabatta Nature 140g;PAIN;pains-a-partager;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/ciabatta-nature-140g-37140;2026-09-10
Bridor;36110;Pain Brioché façon Viennois 130g;VIEN;autres-viennoiseries;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/pain-brioche-facon-viennois-130g-36110;2026-09-10
Bridor;36417;SO Moelleux Nature 100g;PATI;autres-patisseries;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-sandwich/so-moelleux-nature-100g-36417;2026-09-10
Bridor;37393;B'Break 2 olives et Romarin 70g;SNAC;snacking;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/b-break-2-olives-et-romarin-70g-37393;2026-09-10
Bridor;37394;B'Break Chorizo 70g;SNAC;snacking;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/b-break-chorizo-70g-37394;2026-09-10
Bridor;42665;Boule Chocolat 60g;PAIN;petits-pains;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/boule-chocolat-60g-42665;2026-09-10
Bridor;35130;Boule Rustique 55g;PAIN;petits-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/boule-rustique-55g-35130;2026-09-10
Bridor;37396;B’Break Muesli 70g;PAIN;petits-pains;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/b-break-muesli-70g-37396;2026-09-10
Bridor;32147;Carré Rustique 40g;PAIN;autres-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/carre-rustique-40g-32147;2026-09-10
Bridor;31520;Carré Rustique 40g;PAIN;autres-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/carre-rustique-40g-31520;2026-09-10
Bridor;31692;Finedor® Epi 40g;PAIN;petits-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/finedor-R-epi-40g-31692;2026-09-10
Bridor;36768;Finedor® Graines Anciennes 50g;PAIN;petits-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/finedor-R-graines-anciennes-50g-36768;2026-09-10
Bridor;31301;Finedor® Nature 45g;PAIN;petits-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/finedor-R-nature-45g-31301;2026-09-10
Bridor;30895;Finedor® Nature 45g;PAIN;petits-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/finedor-R-nature-45g-30895;2026-09-10
Bridor;31823;Finedor® Olives noires et Thym 50g;SNAC;snacking;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/finedor-R-olives-noires-et-thym-50g-31823;2026-09-10
Bridor;31586;Flute Nature 70g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/flute-nature-70g-31586;2026-09-10
Bridor;33002;Losange Graines et Céréales 55g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/losange-graines-et-cereales-55g-33002;2026-09-10
Bridor;33000;Losange Nature 55g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/losange-nature-55g-33000;2026-09-10
Bridor;33001;Losange Pavot 55g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/losange-pavot-55g-33001;2026-09-10
Bridor;33003;Losange Sésame 55g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/losange-sesame-55g-33003;2026-09-10
Bridor;41586;Mini pain brun 33g;PAIN;autres-pains;Panidor;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/mini-pain-brun-33g-41586;2026-09-10
Bridor;41595;Mini Pain Céréales et Graines 33g;PAIN;autres-pains;Panidor;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/mini-pain-cereales-et-graines-33g-41595;2026-09-10
Bridor;41584;Mini pain Rustique 33g;PAIN;autres-pains;Panidor;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/mini-pain-rustique-33g-41584;2026-09-10
Bridor;43378;Pavé aux Graines 60g;PAIN;petits-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/pave-aux-graines-60g-43378;2026-09-10
Bridor;33417;Pavé de Campagne 50g;PAIN;petits-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/pave-de-campagne-50g-33417;2026-09-10
Bridor;30729;Pavé de Campagne 70g;PAIN;petits-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/pave-de-campagne-70g-30729;2026-09-10
Bridor;43379;Pavé à l'épeautre 60g;PAIN;petits-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/pave-a-l-epeautre-60g-43379;2026-09-10
Bridor;31480;Petit Pain au Seigle 45g;PAIN;petits-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-au-seigle-45g-31480;2026-09-10
Bridor;33994;Petit Pain au Seigle 50g;PAIN;petits-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-au-seigle-50g-33994;2026-09-10
Bridor;38942;Petit Pain BIO 50g;PAIN;petits-pains;BIO;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-bio-50g-38942;2026-09-10
Bridor;41694;Petit Pain Bleu Blanc Cœur 40g;PAIN;petits-pains;Mieux-être;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-bleu-blanc-caeur-40g-41694;2026-09-10
Bridor;37021;Petit Pain Bleu Blanc Cœur 50g;PAIN;petits-pains;Mieux-être;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-bleu-blanc-caeur-50g-37021;2026-09-10
Bridor;41594;Petit Pain brun 80g;PAIN;petits-pains;Panidor;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-brun-80g-41594;2026-09-10
Bridor;37627;Petit Pain Caractère 50g;PAIN;petits-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-caractere-50g-37627;2026-09-10
Bridor;37628;Petit Pain Céréales et Graines 50g;PAIN;petits-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-cereales-et-graines-50g-37628;2026-09-10
Bridor;30893;Petit Pain de Campagne 45g;PAIN;petits-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-de-campagne-45g-30893;2026-09-10
Bridor;37453;Petit Pain Figues 55g;PAIN;petits-pains;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-figues-55g-37453;2026-09-10
Bridor;30898;Petit Pain Graines et Céréales 45g;PAIN;petits-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-graines-et-cereales-45g-30898;2026-09-10
Bridor;37090;Petit Pain Multigrains 40g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-multigrains-40g-37090;2026-09-10
Bridor;34921;Petit Pain Nature 40g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-nature-40g-34921;2026-09-10
Bridor;37452;Petit Pain Noix et Noisettes 55g;PAIN;petits-pains;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-noix-et-noisettes-55g-37452;2026-09-10
Bridor;37089;Petit pain rectangle Multigrains 55g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-rectangle-multigrains-55g-37089;2026-09-10
Bridor;34922;Petit Pain rectangle Nature 55g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-rectangle-nature-55g-34922;2026-09-10
Bridor;34971;Petit Pain rectangle Rustique aux graines 55g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-rectangle-rustique-aux-graines-55g-34971;2026-09-10
Bridor;41590;Petit Pain Rustique 90g;PAIN;petits-pains;Panidor;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-rustique-90g-41590;2026-09-10
Bridor;43291;Petit Pain Rustique aux graines 40g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-rustique-aux-graines-40g-43291;2026-09-10
Bridor;30897;Petit Pain triangle aux Olives Vertes 45g;SNAC;snacking;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petit-pain-triangle-aux-olives-vertes-45g-30897;2026-09-10
Bridor;39040;Petite Boule esprit Nordique 60g;PAIN;petits-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/petite-boule-esprit-nordique-60g-39040;2026-09-10
Bridor;33363;Le Bâtard 330g;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-batard-330g-33363;2026-09-10
Bridor;33365;Le Bâtard 540g;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-batard-540g-33365;2026-09-10
Bridor;34233;Le Complet 330g;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-complet-330g-34233;2026-09-10
Bridor;38148;Le Céréalier 280g;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-cerealier-280g-38148;2026-09-10
Bridor;32992;Le Céréalier 450g;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-cerealier-450g-32992;2026-09-10
Bridor;41017;Le Grand Céréalier 1.1kg;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-grand-cerealier-1.1kg-41017;2026-09-10
Bridor;43242;Le Grand Céréalier 700g;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-grand-cerealier-700g-43242;2026-09-10
Bridor;41016;le Grand Parisien 1.1kg;PAIN;pains-a-partager;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-grand-parisien-1.1kg-41016;2026-09-10
Bridor;41009;Le Grand Pochon 1.1kg;PAIN;pains-a-partager;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-grand-pochon-1.1kg-41009;2026-09-10
Bridor;43243;Le Grand Pochon 700g;PAIN;pains-a-partager;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-grand-pochon-700g-43243;2026-09-10
Bridor;41630;Le Muesli 280g;PAIN;pains-a-partager;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-muesli-280g-41630;2026-09-10
Bridor;34234;Le Pavé aux Noix 400g;PAIN;pains-a-partager;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-pave-aux-noix-400g-34234;2026-09-10
Bridor;41015;Le Pochon 280g;PAIN;pains-a-partager;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-pochon-280g-41015;2026-09-10
Bridor;32993;Le Pochon 450g;PAIN;pains-a-partager;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/le-pochon-450g-32993;2026-09-10
