fournisseur;ref_sku;nom_commercial;famille;categorie;poids_piece;unites_par_colis;url_source;date_collecte
Coup de Pates;71033;MAXI ECLAIR VANILLE CUIT 105G 30PCE;PATI;autres-patisseries;105g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/MAXI-ECLAIR-VANILLE-CUIT-105G-30PCE/p/71033;2026-09-10
Coup de Pates;71029;MAXI ECLAIR CAFE CUIT 105G 30PCE;PATI;autres-patisseries;105g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/MAXI-ECLAIR-CAFE-CUIT-105G-30PCE/p/71029;2026-09-10
Coup de Pates;71042;MAXI RELIGIEUSE PARFUM CHOCOLAT CUIT 130G 14PCE;PATI;patisserie;130g;14;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/MAXI-RELIGIEUSE-PARFUM-CHOCOLAT-CUIT-130G-14PCE/p/71042;2026-09-10
Coup de Pates;71041;MAXI RELIGIEUSE CAFE CUIT 130G 14PCE;PATI;patisserie;130g;14;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/MAXI-RELIGIEUSE-CAFE-CUIT-130G-14PCE/p/71041;2026-09-10
Coup de Pates;71039;SALAMBO COGNAC EXTRAIT D ORANGE CUIT 95G 30PCE;PATI;patisserie;95g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/SALAMBO-COGNAC-EXTRAIT-D-ORANGE-CUIT-95G-30PCE/p/71039;2026-09-10
Coup de Pates;71067;PARIS BREST Ø185;PATI;autres-patisseries;580g;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/PARIS-BREST-%C3%98185/p/71067;2026-09-10
Coup de Pates;71038;GLAND AU KIRSCH CUIT 95G 30PCE;PATI;patisserie;95g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/GLAND-AU-KIRSCH-CUIT-95G-30PCE/p/71038;2026-09-10
Coup de Pates;71036;MAXI ECLAIR EXCELLENCE CHOCOLAT CUIT 120G;PATI;autres-patisseries;120g;14;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/MAXI-ECLAIR-EXCELLENCE-CHOCOLAT-CUIT-120G/p/71036;2026-09-10
Coup de Pates;70963;DOME BANANE PASSION CHOCOLAT 85G CUIT;PATI;patisserie;85g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/DOME-BANANE-PASSION-CHOCOLAT-85G-CUIT/p/70963;2026-09-10
Coup de Pates;71037;MAXI ECLAIR EXCELLENCE VANILLE CUIT 120G;PATI;autres-patisseries;120g;14;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/MAXI-ECLAIR-EXCELLENCE-VANILLE-CUIT-120G/p/71037;2026-09-10
Coup de Pates;71034;MAXI ECLAIR EXCELLENCE CAFE CUIT 120G;PATI;autres-patisseries;120g;14;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/MAXI-ECLAIR-EXCELLENCE-CAFE-CUIT-120G/p/71034;2026-09-10
Coup de Pates;71056;ENTREMETS INDIVIDUEL VANILLE CARAMEL CUIT 75G 12PCE;PATI;autres-patisseries;75g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/ENTREMETS-INDIVIDUEL-VANILLE-CARAMEL-CUIT-75G-12PCE/p/71056;2026-09-10
Coup de Pates;71058;FRAMBOISIER INDIVIDUEL CUIT 70G 30 PCE;PATI;patisserie;70g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/FRAMBOISIER-INDIVIDUEL-CUIT-70G-30-PCE/p/71058;2026-09-10
Coup de Pates;71057;CLAFOUTIS AUX ABRICOTS SÉLECTION D220 CUIT 900G 5PCE;PATI;autres-patisseries;900g;5;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/CLAFOUTIS-AUX-ABRICOTS-S%C3%89LECTION-D220-CUIT-900G-5PCE/p/71057;2026-09-10
Coup de Pates;71059;DUO BROWNIE CRÈME VANILLE CUIT 90G 36 PCE;PATI;patisserie-americaine;90g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/DUO-BROWNIE-CR%C3%88ME-VANILLE-CUIT-90G-36-PCE/p/71059;2026-09-10
Coup de Pates;71055;ENTREMETS INDIVIDUEL CHOCOLAT PRALINÉ CUIT 80G 12PCE;PATI;autres-patisseries;80g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/ENTREMETS-INDIVIDUEL-CHOCOLAT-PRALIN%C3%89-CUIT-80G-12PCE/p/71055;2026-09-10
Coup de Pates;71062;PALET COCO SÉLECTION D80 CUIT 80G 48 PCE;PATI;patisserie;80g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/PALET-COCO-S%C3%89LECTION-D80-CUIT-80G-48-PCE/p/71062;2026-09-10
Coup de Pates;71061;DUO COOKIE CRÈME CHOCOLAT CUIT 90G 12 PCE;PATI;patisserie-americaine;90g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/DUO-COOKIE-CR%C3%88ME-CHOCOLAT-CUIT-90G-12-PCE/p/71061;2026-09-10
Coup de Pates;71294;MACARON VANILLE CHOCOLAT CARAMEL D75 CUIT 90G 12PCES;PATI;macarons;90g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/MACARON-VANILLE-CHOCOLAT-CARAMEL-D75-CUIT-90G-12PCES/p/71294;2026-09-10
Coup de Pates;70993;ENTREMETS ROND EXCELLENCE VANILLE CARAMEL CUIT D160 540G 4P/CAR;PATI;autres-patisseries;540g;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/ENTREMETS-ROND-EXCELLENCE-VANILLE-CARAMEL-CUIT-D160-540G-4P-CAR/p/70993;2026-09-10
Coup de Pates;71298;MACARON VANILLE FRAMBOISE D75 CUIT 100G 12PCES;PATI;macarons;100g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/MACARON-VANILLE-FRAMBOISE-D75-CUIT-100G-12PCES/p/71298;2026-09-10
Coup de Pates;71299;MACARON MANGUE PASSION D75 CUIT 75G 12 PCES;PATI;macarons;75g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/MACARON-MANGUE-PASSION-D75-CUIT-75G-12-PCES/p/71299;2026-09-10
Coup de Pates;71341;TARTELETTE FLAN SELECTION CUIT D80 90G 44PCES;PATI;autres-patisseries;90g;44;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-FLAN-SELECTION-CUIT-D80-90G-44PCES/p/71341;2026-09-10
Coup de Pates;71366;FLAN INDIVIDUEL D95 CUIT 185G 24PCE;PATI;autres-patisseries;185g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/FLAN-INDIVIDUEL-D95-CUIT-185G-24PCE/p/71366;2026-09-10
Coup de Pates;71338;ABRICOTINE SUPRÊME CUIT 95G 8 PCE;PATI;patisserie;95g;8;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/ABRICOTINE-SUPR%C3%8AME-CUIT-95G-8-PCE/p/71338;2026-09-10
Coup de Pates;71488;GOUTTE CHOCO PASSION SUPREME CUIT 78G 12PCE;PATI;patisserie;78g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/GOUTTE-CHOCO-PASSION-SUPREME-CUIT-78G-12PCE/p/71488;2026-09-10
Coup de Pates;71528;FONDANT CHOCOLAT D270 CUIT 900G 3PCES;PATI;patisserie;900g;3;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/FONDANT-CHOCOLAT-D270-CUIT-900G-3PCES/p/71528;2026-09-10
Coup de Pates;71553;MI CUIT CHOCOLAT PISTACHE CUIT 110G 30PCE;PATI;patisserie;110g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/MI-CUIT-CHOCOLAT-PISTACHE-CUIT-110G-30PCE/p/71553;2026-09-10
Coup de Pates;71571;MOELLEUX ROCHER CHOCOLAT D240 PREDECOUPE CUIT 800G 3PCE;PATI;autres-patisseries;800g;3;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/MOELLEUX-ROCHER-CHOCOLAT-D240-PREDECOUPE-CUIT-800G-3PCE/p/71571;2026-09-10
Coup de Pates;71578;VERRINE PATISSIERE CHOCOLAT PRALINE CUIT 100G 18PCE;PATI;autres-patisseries;100g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/VERRINE-PATISSIERE-CHOCOLAT-PRALINE-CUIT-100G-18PCE/p/71578;2026-09-10
Coup de Pates;71579;VERRINE PATISSIERE TARTE CITRON CUIT 100G 18PCE;PATI;autres-patisseries;100g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/VERRINE-PATISSIERE-TARTE-CITRON-CUIT-100G-18PCE/p/71579;2026-09-10
Coup de Pates;71581;VERRINE PATISSIERE CHEESECAKE FRAMBOISE 100G 18PCE;PATI;patisserie-americaine;100g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/VERRINE-PATISSIERE-CHEESECAKE-FRAMBOISE-100G-18PCE/p/71581;2026-09-10
Coup de Pates;71189;ECLAIR GOURMAND SPECULOOS CUIT 80G;PATI;autres-patisseries;80g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/ECLAIR-GOURMAND-SPECULOOS-CUIT-80G/p/71189;2026-09-10
Coup de Pates;71191;ECLAIR GOURMAND NOISETTE PARFUM CHOCOLAT 80G;PATI;autres-patisseries;80g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/ECLAIR-GOURMAND-NOISETTE-PARFUM-CHOCOLAT-80G/p/71191;2026-09-10
Coup de Pates;71252;TARTELETTE ABRICOT AMANDE D100 CUITE 120G;PATI;autres-patisseries;120g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-ABRICOT-AMANDE-D100-CUITE-120G/p/71252;2026-09-10
Coup de Pates;71251;TARTELETTE AUX MYRTILLES D100 CUITE 125G;PATI;autres-patisseries;125g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-AUX-MYRTILLES-D100-CUITE-125G/p/71251;2026-09-10
Coup de Pates;71253;TARTELETTE AUX POMMES D100 CUITE 125G;PATI;autres-patisseries;125g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-AUX-POMMES-D100-CUITE-125G/p/71253;2026-09-10
Coup de Pates;71249;TARTELETTE AUX FRAISES D100 CUITE 135G;PATI;autres-patisseries;135g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-AUX-FRAISES-D100-CUITE-135G/p/71249;2026-09-10
Coup de Pates;70972;ENTREMETS ROND EXCELLENCE CHOCOLAT PRALINE CUIT D160 600G 4P/CAR;PATI;autres-patisseries;600g;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/ENTREMETS-ROND-EXCELLENCE-CHOCOLAT-PRALINE-CUIT-D160-600G-4P-CAR/p/70972;2026-09-10
Coup de Pates;70689;MOELLEUX NOISETTE INDIVIDUEL SELECTION D100 CUIT 90G;PATI;autres-patisseries;90g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/MOELLEUX-NOISETTE-INDIVIDUEL-SELECTION-D100-CUIT-90G/p/70689;2026-09-10
Coup de Pates;70690;ENTREMETS ROND EXCELLENCE VANILLE PÉCAN INDIVIDUEL D66 CUIT 75G;PATI;autres-patisseries;75g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/ENTREMETS-ROND-EXCELLENCE-VANILLE-P%C3%89CAN-INDIVIDUEL-D66-CUIT-75G/p/70690;2026-09-10
Coup de Pates;70718;MERVEILLEUX COPEAUX DE CHOCOLAT CUIT 90G;PATI;patisserie;90g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/MERVEILLEUX-COPEAUX-DE-CHOCOLAT-CUIT-90G/p/70718;2026-09-10
Coup de Pates;70717;MERVEILLEUX COPEAU DE CHOCOLAT BLANC CUIT 90G;PATI;patisserie;90g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/MERVEILLEUX-COPEAU-DE-CHOCOLAT-BLANC-CUIT-90G/p/70717;2026-09-10
Coup de Pates;70719;MERVEILLEUX COCO CUIT 90G;PATI;patisserie;90g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/MERVEILLEUX-COCO-CUIT-90G/p/70719;2026-09-10
Coup de Pates;70691;TARTE CITRON MERINGUÉE PRÉD D240 CUIT 1000G;PATI;autres-patisseries;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTE-CITRON-MERINGU%C3%89E-PR%C3%89D-D240-CUIT-1000G/p/70691;2026-09-10
Coup de Pates;70694;TARTE FINE POMME D130 135G CRU;PATI;autres-patisseries;135g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTE-FINE-POMME-D130-135G-CRU/p/70694;2026-09-10
Coup de Pates;70705;LES FINGERS OH OUI! LE CHOCOLAT NOIR TRUFFÉ CUIT 70G;PATI;patisserie;70g;27;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/LES-FINGERS-OH-OUI%21-LE-CHOCOLAT-NOIR-TRUFF%C3%89-CUIT-70G/p/70705;2026-09-10
Coup de Pates;70713;TROPEZIENNE INDIVIDUELLE DIAM 85;PATI;patisserie;73g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/TROPEZIENNE-INDIVIDUELLE-DIAM-85/p/70713;2026-09-10
Coup de Pates;70692;TARTE CITRON PREDECOUPEE D260 CUIT 750G;PATI;autres-patisseries;750g;8;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTE-CITRON-PREDECOUPEE-D260-CUIT-750G/p/70692;2026-09-10
Coup de Pates;70707;LES FINGERS OH OUI! LE FRUITS ROUGES;PATI;patisserie;83g;27;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/LES-FINGERS-OH-OUI%21-LE-FRUITS-ROUGES/p/70707;2026-09-10
Coup de Pates;70714;MOUSSELINE TROPEZIENNE DIAM 220;PATI;patisserie;650g;2;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/MOUSSELINE-TROPEZIENNE-DIAM-220/p/70714;2026-09-10
Coup de Pates;70706;LES FINGERS OH OUI! LE PISTACHE MANDARINE CUIT 71G 27P/CART;PATI;patisserie;71g;27;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/LES-FINGERS-OH-OUI%21-LE-PISTACHE-MANDARINE-CUIT-71G-27P-CART/p/70706;2026-09-10
Coup de Pates;70726;CROUSTI FLAN D105 CRU 145G;PATI;autres-patisseries;145g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/CROUSTI-FLAN-D105-CRU-145G/p/70726;2026-09-10
Coup de Pates;70566;DOME FRAMBOISE PISTACHE CUIT 80G;PATI;patisserie;80g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/DOME-FRAMBOISE-PISTACHE-CUIT-80G/p/70566;2026-09-10
Coup de Pates;70564;DOME POMME CARAMEL CUIT 80G;PATI;patisserie;80g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/DOME-POMME-CARAMEL-CUIT-80G/p/70564;2026-09-10
Coup de Pates;70565;DOME MANGUE PASSION COCO CUIT 80G;PATI;patisserie;80g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/DOME-MANGUE-PASSION-COCO-CUIT-80G/p/70565;2026-09-10
Coup de Pates;70815;MAXI MOELLEUX CHOCOLAT CRU D 260 1300G;PATI;autres-patisseries;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/G%C3%82TEAUX/MAXI-MOELLEUX-CHOCOLAT-CRU-D-260-1300G/p/70815;2026-09-10
Coup de Pates;70856;1/2 CADRE SPECULOOS 2100G 1PCE;PATI;autres-patisseries;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/1-2-CADRE-SPECULOOS-2100G-1PCE/p/70856;2026-09-10
Coup de Pates;70852;ECLAIR PISTACHE CUIT 75G 14PCES;PATI;autres-patisseries;75g;14;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/ECLAIR-PISTACHE-CUIT-75G-14PCES/p/70852;2026-09-10
Coup de Pates;70855;ENTREMET ROND EXCELLENCE CAPPUCCINO INDIVIDUEL 80G 12 PCE;PATI;autres-patisseries;80g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/ENTREMET-ROND-EXCELLENCE-CAPPUCCINO-INDIVIDUEL-80G-12-PCE/p/70855;2026-09-10
Coup de Pates;70857;ENTREMETS FRAISE EN BANDE 800G 4PCES;PATI;autres-patisseries;800g;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/ENTREMETS-FRAISE-EN-BANDE-800G-4PCES/p/70857;2026-09-10
Coup de Pates;841564;CUP MOUSSE AU CHOCOLAT CUIT 70G;PATI;patisserie;70g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/CUP-MOUSSE-AU-CHOCOLAT-CUIT-70G/p/841564;2026-09-10
Coup de Pates;70086;DOME CITRON PISTACHE CUIT 85G;PATI;patisserie;80g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/DOME-CITRON-PISTACHE-CUIT-85G/p/70086;2026-09-10
Coup de Pates;70166;TARTE POMME CUITE FACON NORMANDE D 230 720G;PATI;autres-patisseries;720g;5;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTE-POMME-CUITE-FACON-NORMANDE-D-230-720G/p/70166;2026-09-10
Coup de Pates;841722;TARTELETTE ABRICOT AMANDE D 100 CUIT 125G;PATI;autres-patisseries;125g;15;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-ABRICOT-AMANDE-D-100-CUIT-125G/p/841722;2026-09-10
Coup de Pates;841723;TARTELETTE AUX MYRTILLES D 100 CUIT 130G;PATI;autres-patisseries;130g;15;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-AUX-MYRTILLES-D-100-CUIT-130G/p/841723;2026-09-10
Coup de Pates;841724;TARTELETTE AUX POMMES D 100 CUIT 125G;PATI;autres-patisseries;125g;15;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-AUX-POMMES-D-100-CUIT-125G/p/841724;2026-09-10
Coup de Pates;841725;TARTELETTE AUX FRAISE D 100 CUIT 140G;PATI;autres-patisseries;140g;15;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/TARTELETTE-AUX-FRAISE-D-100-CUIT-140G/p/841725;2026-09-10
Coup de Pates;451103;ASSORTIMENTS DE COOKIES;PATI;patisserie-americaine;85g;96;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/ASSORTIMENTS-DE-COOKIES/p/451103;2026-09-10
Coup de Pates;18430;MUFFIN CHOCOLAT EXTREME CUIT 110G;PATI;patisserie-americaine;110g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-CHOCOLAT-EXTREME-CUIT-110G/p/18430;2026-09-10
Coup de Pates;18434;MAXI MUFFIN'S NATURE PEPITES DE CHOCOLAT;PATI;patisserie-americaine;130g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN%27S-NATURE-PEPITES-DE-CHOCOLAT/p/18434;2026-09-10
Coup de Pates;22037;MUFFIN FOURRE MYRTILLE CUIT 110G;PATI;patisserie-americaine;110g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-FOURRE-MYRTILLE-CUIT-110G/p/22037;2026-09-10
Coup de Pates;22072;MUFFIN CARAMEL NOIX DE PECAN CUIT 110G;PATI;patisserie-americaine;110g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-CARAMEL-NOIX-DE-PECAN-CUIT-110G/p/22072;2026-09-10
Coup de Pates;22088;MUFFIN PARFUM CHOCOLAT NOISETTE CUIT 93G;PATI;patisserie-americaine;93g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-PARFUM-CHOCOLAT-NOISETTE-CUIT-93G/p/22088;2026-09-10
Coup de Pates;22074;DONUT FOURRE PARFUM CHOCOLAT;PATI;patisserie-americaine;74g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-FOURRE-PARFUM-CHOCOLAT/p/22074;2026-09-10
Coup de Pates;25007;DONUT FOURRE CREME;PATI;patisserie-americaine;70g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-FOURRE-CREME/p/25007;2026-09-10
Coup de Pates;25015;BROWNIES SELECTION TOUT CHOCOLAT CUIT 78G;PATI;patisserie-americaine;78g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/BROWNIES/BROWNIES-SELECTION-TOUT-CHOCOLAT-CUIT-78G/p/25015;2026-09-10
Coup de Pates;25055;MUFFIN'S CHOCOLAT FOURRE PARFUM CHOCOLAT NOISETTE;PATI;patisserie-americaine;100g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN%27S-CHOCOLAT-FOURRE-PARFUM-CHOCOLAT-NOISETTE/p/25055;2026-09-10
Coup de Pates;25070;MUFFIN'S NATURE FOURRE PARFUM CARAMEL;PATI;patisserie-americaine;100g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN%27S-NATURE-FOURRE-PARFUM-CARAMEL/p/25070;2026-09-10
Coup de Pates;25082;COOKIES PEPITES DE CHOCOLAT D70 CRU 50G;PATI;patisserie-americaine;50g;90;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/COOKIES-PEPITES-DE-CHOCOLAT-D70-CRU-50G/p/25082;2026-09-10
Coup de Pates;25086;BROWNIES 80G;PATI;patisserie-americaine;78g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/BROWNIES/BROWNIES-80G/p/25086;2026-09-10
Coup de Pates;25071;MUFFIN'S NATURE FOURRE FRUITS ROUGES;PATI;patisserie-americaine;100g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN%27S-NATURE-FOURRE-FRUITS-ROUGES/p/25071;2026-09-10
Coup de Pates;25031;MAXI MUFFIN'S CHOCOLAT;PATI;patisserie-americaine;130g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN%27S-CHOCOLAT/p/25031;2026-09-10
Coup de Pates;25032;MAXI COOKIES PEPITES DE CHOCOLAT BLANC NOIX DE MACADAMIA CUIT;PATI;patisserie-americaine;80g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/MAXI-COOKIES-PEPITES-DE-CHOCOLAT-BLANC-NOIX-DE-MACADAMIA-CUIT/p/25032;2026-09-10
Coup de Pates;25065;COOKIES PEPITES DE CHOCOLAT CUIT;PATI;patisserie-americaine;45g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/COOKIES-PEPITES-DE-CHOCOLAT-CUIT/p/25065;2026-09-10
