fournisseur;ref_sku;nom_commercial;famille;categorie;poids_piece;unites_par_colis;url_source;date_collecte
Coup de Pates;822924;PIZZA VEGETARIENNE D 260;SNAC;snacking;480g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-VEGETARIENNE-D-260/p/822924;2026-09-10
Coup de Pates;826144;TARTELETTE TATIN MEDITERANEENNE D100;PATI;autres-patisseries;120g;16;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/TARTELETTE-TATIN-MEDITERANEENNE-D100/p/826144;2026-09-10
Coup de Pates;832594;BAGUETTE HOT DOG;SNAC;snacking;200g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/BAGUETTES-GARNIES/BAGUETTE-HOT-DOG/p/832594;2026-09-10
Coup de Pates;840131;LES EMPANADAS D HUBERT : BOEŒUF TEX MEX;SNAC;snacking;150g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/LES-EMPANADAS-D-HUBERT-%3A-BOE%C2%8CUF-TEX-MEX/p/840131;2026-09-10
Coup de Pates;840129;CROQUE MONSIEUR GOURMET PREMIU CUIT 250G;SNAC;snacking;250g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQUE-MONSIEUR-GOURMET-PREMIU-CUIT-250G/p/840129;2026-09-10
Coup de Pates;836230;LES BOITES D'HUBERT : PARMENTIER DE CANARD 340G;SNAC;snacking;340g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LES-BOITES-D%27HUBERT-%3A-PARMENTIER-DE-CANARD-340G/p/836230;2026-09-10
Coup de Pates;836147;LES BOITES D'HUBERT : PARMENTIER DE BOEUF 340G;SNAC;snacking;340g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LES-BOITES-D%27HUBERT-%3A-PARMENTIER-DE-BOEUF-340G/p/836147;2026-09-10
Coup de Pates;833346;LA CUISINE DU FOURNIL : AIGUILLETTE DE POULET NORMANDE CUIT 740G;SNAC;snacking;740g;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LA-CUISINE-DU-FOURNIL-%3A-AIGUILLETTE-DE-POULET-NORMANDE-CUIT-740G/p/833346;2026-09-10
Coup de Pates;833348;LA CUISINE DU FOURNIL : POULET BASQUAISE CUIT 1,12KG;SNAC;snacking;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LA-CUISINE-DU-FOURNIL-%3A-POULET-BASQUAISE-CUIT-1%2C12KG/p/833348;2026-09-10
Coup de Pates;833347;LA CUISINE DU FOURNIL : BLANQUETTE DE VEAU CUIT 1,24KG;SNAC;snacking;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LA-CUISINE-DU-FOURNIL-%3A-BLANQUETTE-DE-VEAU-CUIT-1%2C24KG/p/833347;2026-09-10
Coup de Pates;833230;PANINI VEGETARIEN PREMARQUE 195G;PAIN;pains-sandwich;195g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/PANINI-VEGETARIEN-PREMARQUE-195G/p/833230;2026-09-10
Coup de Pates;833233;PANINI JAMBON SEC MOZZARELLA BASILIC PRÉMARQUÉ PRÉCUITE 180G;SNAC;snacking;180g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/PANINI-JAMBON-SEC-MOZZARELLA-BASILIC-PR%C3%89MARQU%C3%89-PR%C3%89CUITE-180G/p/833233;2026-09-10
Coup de Pates;835314;CROQUE MONSIEUR PREMIUM CUIT 250G;SNAC;snacking;250g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQUE-MONSIEUR-PREMIUM-CUIT-250G/p/835314;2026-09-10
Coup de Pates;840852;LES BOITES D'HUBERT : TARTIFLETTE REBLOCHON 330G;SNAC;snacking;330g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LES-BOITES-D%27HUBERT-%3A-TARTIFLETTE-REBLOCHON-330G/p/840852;2026-09-10
Coup de Pates;840851;LES BOITES D'HUBERT : CRUMBLE RICOTTA EPINARD ET GRAINES 350G;PATI;autres-patisseries;350g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LES-BOITES-D%27HUBERT-%3A-CRUMBLE-RICOTTA-EPINARD-ET-GRAINES-350G/p/840851;2026-09-10
Coup de Pates;840853;LES BOITES D'HUBERT : GRATIN CABILLAUD ET LEGUMES 350G;SNAC;snacking;350g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LES-BOITES-D%27HUBERT-%3A-GRATIN-CABILLAUD-ET-LEGUMES-350G/p/840853;2026-09-10
Coup de Pates;840858;LES CROQ'RONDS D'HUBERT : FAÇON BURGER CHEDDAR PRECUIT 225G;SNAC;snacking;225g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/LES-CROQ%27RONDS-D%27HUBERT-%3A-FA%C3%87ON-BURGER-CHEDDAR-PRECUIT-225G/p/840858;2026-09-10
Coup de Pates;840857;LES CROQ'RONDS D'HUBERT : LE MONTAGNARD PRECUIT 225G;SNAC;snacking;225g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/LES-CROQ%27RONDS-D%27HUBERT-%3A-LE-MONTAGNARD-PRECUIT-225G/p/840857;2026-09-10
Coup de Pates;840186;PANINI 3 FROMAGES PREMARQUE 210G;SNAC;snacking;210g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/PANINI-3-FROMAGES-PREMARQUE-210G/p/840186;2026-09-10
Coup de Pates;841456;FEUILLETE CHEVRE EPINARD CRU 120G;SNAC;snacking;120g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/FEUILLETE-CHEVRE-EPINARD-CRU-120G/p/841456;2026-09-10
Coup de Pates;70043;LA CUISINE DU FOURNIL : BOEUF SAUCE PAPRIKA CUIT 1200G;SNAC;snacking;;3;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LA-CUISINE-DU-FOURNIL-%3A-BOEUF-SAUCE-PAPRIKA-CUIT-1200G/p/70043;2026-09-10
Coup de Pates;70039;TARTE FINE PROVENÇALE 1/2 PLAQUE PRECUIT 1300G;PATI;autres-patisseries;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/TARTE-FINE-PROVEN%C3%87ALE-1-2-PLAQUE-PRECUIT-1300G/p/70039;2026-09-10
Coup de Pates;70042;LA CUISINE DU FOURNIL POULET CORIANDRE GINGEMBRE CUIT 1200G;SNAC;snacking;;3;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LA-CUISINE-DU-FOURNIL-POULET-CORIANDRE-GINGEMBRE-CUIT-1200G/p/70042;2026-09-10
Coup de Pates;70685;BAGUETTE FACON FRANC COMTOISE PRECUIT 170G;PAIN;baguettes;170g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/BAGUETTES-GARNIES/BAGUETTE-FACON-FRANC-COMTOISE-PRECUIT-170G/p/70685;2026-09-10
Coup de Pates;70678;BRETZEL GRATINÉ EMMENTAL TOMATE PRECUIT 120G;SNAC;snacking;120g;15;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SNACKING-NOMADE-%26-AP%C3%89RITIF/BRETZEL-GRATIN%C3%89-EMMENTAL-TOMATE-PRECUIT-120G/p/70678;2026-09-10
Coup de Pates;70271;PIDE MARGHERITA PRECUITE 150G;SNAC;snacking;150g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIDE-MARGHERITA-PRECUITE-150G/p/70271;2026-09-10
Coup de Pates;70272;PIDE MOZZARELLA AIL PRECUITE 150G;SNAC;snacking;150g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIDE-MOZZARELLA-AIL-PRECUITE-150G/p/70272;2026-09-10
Coup de Pates;70297;GRILLAGE CHEVRE EPINARD CRU 150G;SNAC;snacking;150g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/GRILLAGE-CHEVRE-EPINARD-CRU-150G/p/70297;2026-09-10
Coup de Pates;70941;LA CUISINE DU FOURNIL BOEUF BOURGUIGNON CUIT 1400G;SNAC;snacking;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LA-CUISINE-DU-FOURNIL-BOEUF-BOURGUIGNON-CUIT-1400G/p/70941;2026-09-10
Coup de Pates;71358;LA BREIZH ROLL JAMBON FROMAGE CUIT 150G;SNAC;snacking;150g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SNACKING-NOMADE-%26-AP%C3%89RITIF/LA-BREIZH-ROLL-JAMBON-FROMAGE-CUIT-150G/p/71358;2026-09-10
Coup de Pates;71357;CROQUE MONSIEUR PREMIUM VÉGÉTARIEN 250G;SNAC;snacking;250g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQUE-MONSIEUR-PREMIUM-V%C3%89G%C3%89TARIEN-250G/p/71357;2026-09-10
Coup de Pates;71361;FEUILLETÉ CHARCUTIER CRU 100G;SNAC;snacking;100g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/FEUILLET%C3%89-CHARCUTIER-CRU-100G/p/71361;2026-09-10
Coup de Pates;71364;PIZZA PINCÉE DIAVOLA PRECUIT 150G;SNAC;snacking;150g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-PINC%C3%89E-DIAVOLA-PRECUIT-150G/p/71364;2026-09-10
Coup de Pates;71491;CROQNGO LEGUMES D HIVER;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/CROQNGO-LEGUMES-D-HIVER/p/71491;2026-09-10
Coup de Pates;71489;CROQNGO JAMBON, FROMAGE, OIGNONS;SNAC;snacking;190g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/CROQNGO-JAMBON%2C-FROMAGE%2C-OIGNONS/p/71489;2026-09-10
Coup de Pates;71518;QUICHE A BORDS HAUTS LA LORRAINE;SNAC;snacking;;2;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTES-FINES-%C3%80-PARTAGE/QUICHE-A-BORDS-HAUTS-LA-LORRAINE/p/71518;2026-09-10
Coup de Pates;71556;ROLLS TOMATES COURGETTES;SNAC;snacking;130g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SNACKING-NOMADE-%26-AP%C3%89RITIF/ROLLS-TOMATES-COURGETTES/p/71556;2026-09-10
Coup de Pates;71577;LE TOASTE BRIOCHE JAMBON FROMAGE;SNAC;snacking;170g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/LE-TOASTE-BRIOCHE-JAMBON-FROMAGE/p/71577;2026-09-10
Coup de Pates;71109;TOURTE POULET POIREAU CUIT 150G;SNAC;snacking;150g;15;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/TOURTE-POULET-POIREAU-CUIT-150G/p/71109;2026-09-10
Coup de Pates;71112;FEUILLANTINE JAMBON BECHAMEL CRU 180G;SNAC;snacking;180g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/FEUILLANTINE-JAMBON-BECHAMEL-CRU-180G/p/71112;2026-09-10
Coup de Pates;71107;TATIN FLETTE CRU 150G;SNAC;snacking;150g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/TATIN-FLETTE-CRU-150G/p/71107;2026-09-10
Coup de Pates;71108;TOURTE CHARCUTIERE CUIT 150G;SNAC;snacking;150g;15;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/TOURTE-CHARCUTIERE-CUIT-150G/p/71108;2026-09-10
Coup de Pates;71110;PIDE MOZZARELLA OIGNONS CARAMELISES PRECUIT 150G;SNAC;snacking;150g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIDE-MOZZARELLA-OIGNONS-CARAMELISES-PRECUIT-150G/p/71110;2026-09-10
Coup de Pates;71111;PIZZA MARGHERITA Ø 260 PRECUIT 350G;SNAC;snacking;350g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-MARGHERITA-%C3%98-260-PRECUIT-350G/p/71111;2026-09-10
Coup de Pates;71106;BRETZEL FEUILLETE FROMAGE CRU 145G;SNAC;snacking;145g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SNACKING-NOMADE-%26-AP%C3%89RITIF/BRETZEL-FEUILLETE-FROMAGE-CRU-145G/p/71106;2026-09-10
Coup de Pates;71139;LASAGNE BOLOGNAISE VBF 24% PRECUIT 2000G;SNAC;snacking;;3;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LASAGNE-BOLOGNAISE-VBF-24%25-PRECUIT-2000G/p/71139;2026-09-10
Coup de Pates;71138;LASAGNE LEGUMES GRILLES PRECUIT 2000G;SNAC;snacking;;3;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/LASAGNE-LEGUMES-GRILLES-PRECUIT-2000G/p/71138;2026-09-10
Coup de Pates;71105;CROQ MONSIEUR SELECTION PRECUIT 140G;SNAC;snacking;140g;42;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQ-MONSIEUR-SELECTION-PRECUIT-140G/p/71105;2026-09-10
Coup de Pates;71113;CROQUE MONSIEUR HALAL PRECUIT 180G;SNAC;snacking;180g;26;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQUE-MONSIEUR-HALAL-PRECUIT-180G/p/71113;2026-09-10
Coup de Pates;71236;BOCAUX D HUBERT MERLU LEGUMES BEURRE CUIT 300G;SNAC;snacking;300g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/BOCAUX-D-HUBERT-MERLU-LEGUMES-BEURRE-CUIT-300G/p/71236;2026-09-10
Coup de Pates;71234;BOCAUX D HUBERT PARM CANARD CUIT 300G;SNAC;snacking;300g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/BOCAUX-D-HUBERT-PARM-CANARD-CUIT-300G/p/71234;2026-09-10
Coup de Pates;71237;BOCAUX D HUBERT POULET TIKKA CUIT 300G;SNAC;snacking;300g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PLATS-PR%C3%89PAR%C3%89S/BOCAUX-D-HUBERT-POULET-TIKKA-CUIT-300G/p/71237;2026-09-10
Coup de Pates;70677;BRETZEL GRATINÉ EMMENTAL LARDONS PRECUIT 110G;SNAC;snacking;110g;15;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SNACKING-NOMADE-%26-AP%C3%89RITIF/BRETZEL-GRATIN%C3%89-EMMENTAL-LARDONS-PRECUIT-110G/p/70677;2026-09-10
Coup de Pates;70676;PIZZA CHÈVRE Ø 260 MM PRECUITE 400G;SNAC;snacking;400g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-CH%C3%88VRE-%C3%98-260-MM-PRECUITE-400G/p/70676;2026-09-10
Coup de Pates;70680;LES TACOS D HUBERT POULET SAUCE TIKKA CUIT 210G;SNAC;snacking;210g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/LES-TACOS-D-HUBERT-POULET-SAUCE-TIKKA-CUIT-210G/p/70680;2026-09-10
Coup de Pates;70679;LES TACOS D HUBERT BOEUF SAUCE BURGER CUIT 210G;PAIN;petits-pains;210g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/LES-TACOS-D-HUBERT-BOEUF-SAUCE-BURGER-CUIT-210G/p/70679;2026-09-10
Coup de Pates;70769;BAGUETTE GARNIE FACON SAVOYARDE PRECUIT 170G;PAIN;baguettes;170g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/BAGUETTES-GARNIES/BAGUETTE-GARNIE-FACON-SAVOYARDE-PRECUIT-170G/p/70769;2026-09-10
Coup de Pates;70768;BAGUETTE GARNIE FLAMBEE PRECUIT 170G;PAIN;baguettes;170g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/BAGUETTES-GARNIES/BAGUETTE-GARNIE-FLAMBEE-PRECUIT-170G/p/70768;2026-09-10
Coup de Pates;70828;KIT DEBUTANT GAUFRIER;SNAC;snacking;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SOLUTIONS/KIT-DEBUTANT-GAUFRIER/p/70828;2026-09-10
Coup de Pates;70895;LES EMPANADAS D HUBERT LÉGUMES CUISINÉS CRU 150G;SNAC;snacking;150g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/LES-EMPANADAS-D-HUBERT-L%C3%89GUMES-CUISIN%C3%89S-CRU-150G/p/70895;2026-09-10
Coup de Pates;70894;FEUILLETÉ TRIANGLE CHARCUTIER CRU 133G;SNAC;snacking;133g;35;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/FEUILLET%C3%89-TRIANGLE-CHARCUTIER-CRU-133G/p/70894;2026-09-10
Coup de Pates;70893;FEUILLETÉ MERGUEZ HALAL CRU 150G;SNAC;snacking;150g;35;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/FEUILLET%C3%89-MERGUEZ-HALAL-CRU-150G/p/70893;2026-09-10
Coup de Pates;841670;PIZZA EPINARD PECORINO ROMANO PRECUIT D260 450G;SNAC;snacking;450g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-EPINARD-PECORINO-ROMANO-PRECUIT-D260-450G/p/841670;2026-09-10
Coup de Pates;841680;PIZZA SAUMON PRECUIT D260 450G;SNAC;snacking;400g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-SAUMON-PRECUIT-D260-450G/p/841680;2026-09-10
Coup de Pates;841738;PISSALADIERE 1/2 PLAQUE PREMARQUEE CUIT 1KG;SNAC;snacking;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PISSALADIERE-1-2-PLAQUE-PREMARQUEE-CUIT-1KG/p/841738;2026-09-10
